book_id,title,categories,author_names,price,description
OL597309W,Manual de Oracle 8 - Para Windows NT,Relational databases; Oracle (Computer file),Anand Adkoli,28.71,
OL6017206W,Oracle9i DBA 101,Database management; Oracle (Computer file); Relational databases; Oracle (computer system),Marlene Theriault,74.69,
OL6017205W,Oracle 8i networking 101,Computer networks; Oracle (Computer file); Relational databases,Marlene Theriault,74.09,
OL5982740W,VB Oracle 8 programmer's reference,Oracle (Computer file); Microsoft Visual BASIC; Microsoft Visual Basic; Relational databases; Visual Basic,Dov Trietsch,84.11,
OL4831623W,Contribution to the theory of relational databases,Database management; Relational databases,"Ho, Thuan",151.56,
OL4824451W,A relational data base and 4GL in action,Database management; Fourth generation computers; Programming languages (Electronic computers); Relational databases,Rob Healey,75.31,
OL4896027W,Technical report on the IDMS/R systems desk reference,IDMS/R (Computer system); Relational databases; Information networks,Robert W. Husband,114.77,
OL4745297W,A design methodology for a universal relation scheme implementation via CODASYL,Relational databases; System design,Sharon McCure Kuck,78.98,
OL2036723W,Microsoft SQL Server 2000 for Dummies,Relational databases; Client/server computing; SQL server; Database management; Computers; Sql server,Anthony T. Mann,70.26,Excerpts: SQL Server 2000 is the best release of SQL Server yet.
OL2033083W,Sams teach yourself Microsoft SQL server 7.0 in 21 days,Database management; Relational databases; SQL server; Sql server; Bases de données relationnelles; Bases de données; Gestion; COMPUTERS; Data Processing,Richard Waymire,131.28,
OL20241764W,Relational Database Programming,Database management; Relational databases; Structured programming,Stefan Ardeleanu,,
OL19903567W,SQL Server 2000,Client/server computing; Relational databases; Computer programming; SQL server,Dejan Sunderic,111.71,
OL19905224W,Sybase nastolʹnai͡a administratora,Relational databases; Sybase,Brian Hitchcock,40.35,
OL17411917W,Practical Oracle Database Appliance,Database management; Relational databases; Oracle (Computer file); Oracle (computer system),B. Curtis,92.26,
OL17430131W,Oracle9i Application Server Portal Handbook,Relational databases; ORACLE Web Application Server; Oracle (Computer file); ORACLE 9i; Oracle Portal,Kelly Cox,47.15,
OL16971291W,Service Oriented Architecture,Computer architecture; Relational databases; Computer network architectures; Business enterprises; Computer networks; Management; Information technology,Robin Bloor,,Annotation
OL17481053W,Microsoft Sql Server 2012 Master Data Services,Sql server; Database management; Relational databases; SQL server; Client/server computing,Suzanne Selhorn,22.17,
OL16926884W,MySQL admin cookbook,MySQL (Electronic resource); SQL (Computer program language); Database management; Internet; Relational databases,Daniel Schneller,,
OL16980593W,NHibernate 3,Database design; Relational databases; Microsoft .NET; Object-oriented programming (Computer science); Hibernate (Electronic resource); Internet,Gabriel Schenker,75.06,
OL18354772W,Advances in conceptual modeling,Database design; Relational databases; Conceptual structures (Information theory); Congresses; Knowledge representation (information theory),Mathias Brochhausen; Jean-Luc Hainaut,103.18,
OL17466707W,Conceptual Modeling Er 2009 28th International Conference On Conceptual Modeling Gramado Brazil November 912 2009 Proceedings,Software engineering; Computer science; Data structures (Computer science); Database design; Congresses; Relational databases; Datenverwaltung; Kongress; Datenmodell; Datenbankentwurf; Konzeptionelle Modellierung; Ontologie <Wissensverarbeitung>; World Wide Web; Anwendungssystem; Benutzermodell; Ontologie (Wissensverarbeitung),Alberto H. F. Laender,135.98,
OL17423515W,Secrets Of The Oracle Database,Computer science; Data structures (Computer science); Database management; Relational databases; COMPUTERS; Database Management; General; Informatique; Oracle (Computer file); Oracle (computer system),Guy Harrison,155.56,
OL16990894W,The Definitive Guide to SQLite,Computer science; Database management; Relational databases; Open source software; Embedded computer systems,Grant Allen ,,
OL17483019W,Mos 2013 Study Guide For Microsoft Access,Microsoft access (computer program); Database management; Relational databases; Business; Study guides; Computer programs; Examinations; Microsoft software; COMPUTERS; Programming Languages; SQL; Microsoft Access,John Pierce,42.05,
OL17415474W,Oracle Business Intelligence 11g Developers Guide,"Oracle (computer system); Database management; Computer software, development; Relational databases; Business intelligence; Oracle (Computer file); Data processing; Computer programs",Mark Rittman,151.23,
OL17433980W,Relational Therapy For Computer Professionals What Relational Databases Are Really All About,Relational databases; Relation algebras; SQL (Computer program language); Database management,C. J. Date,55.02,
OL18713089W,Understanding DB2,IBM Database 2.; Relational databases; Ibm database 2 (computer system),Raul F. Chong,117.08,
OL18741710W,Microsoft SQL Server 2008 high availability with clustering & database mirroring,Relational databases; Virtual computer systems; SQL server; Sql server,Michael Otey,168.59,
OL18977918W,SAS/ACCESS 9.1.3 supplement for HP Neoview,Relational databases; Data warehousing; SAS/ACCESS,,108.81,
OL1866610W,Oracle8i administration and management  / Michael Ault,Oracle (Computer file); Relational databases; Oracle (computer system),Michael R. Ault,50.48,
OL18613859W,Oracle database 11g PL/SQL programming workbook,Relational databases; PL/SQL (Computer program language); Oracle (Computer file); Database management; Oracle (computer system); Sql server,"McLaughlin, Michael D.CS.",143.04,
OL18949202W,Oracle data warehousing unleashed,Relational databases; Data warehousing; Oracle (Computer file),John H. Yoe,77.94,
OL1906051W,DB2 universal database SQL developer's guide,Computer software; Development; IBM Database 2.; Relational databases; SQL (Computer program language),"Sanders, Roger E.",65.86,
OL18969461W,Database modeling for industrial data management,Database design; Relational databases; Technological innovations; Industrial management,Zongmin Ma,164.13,"""This book covers industrial databases and applications and offers generic database modeling techniques""--Provided by publisher."
OL18847201W,SAS/ACCESS® software for relational databases,Relational databases; SAS/ACCESS,SAS Institute,118.95,
OL19002290W,Getting started with DB2 Web Query for system i,IBM Database 2.; Relational databases,Hernando Bedoya,66.07,
OL19553742W,Conceptual modeling for E-business and the Web,Database design; Relational databases; Congresses,"International Conference on Conceptual Modeling (19th 2000 Salt Lake City, Utah)",167.05,
OL19553939W,ODP.NET Developer's Guide,Oracle (Computer file); COMPUTERS; Parallel processing (Electronic computers); Data Processing; Relational databases; Microsoft Visual studio; Microsoft .NET,"Jagadish, Chatarji Pulakhandam; Sunitha Paruchuri",121.38,
OL19546482W,Android Database Best Practices (Android Deep Dive),"Relational databases; Android (Electronic resource); Database management; Android (electronic resource); Application software, development; Mobile computing",Adam Stroud,138.06,
OL19546768W,Beginning SQL Queries: From Novice to Professional,Sql (computer program language); Computer science; Database management; Computer programming; Relational databases,Clare Churcher,,
OL19546469W,The Language of SQL (Learning),Relational databases; SQL (Computer program language); Sql (computer program language),Larry Rockoff,144.04,
OL19548025W,Making Sense of NoSQL: A guide for managers and the rest of us,Database management; Relational databases; Technological innovations; Non-relational databases; Databases; Electronic data processing; Structured techniques,Dan McCreary; Ann Kelly,160.38,
OL19548077W,Oracle Business Intelligence 11g R1 Cookbook,"Oracle (computer system); Business intelligence, computer programs; Relational databases",Cuneyt Yilmaz,,
OL19566189W,Conceptual modeling - ER '98,Database design; Relational databases; Congresses,International Conference on Conceptual Modeling (17th 1998 Singapore),162.29,
OL19899364W,Relational Data Mining,Data mining; Computer science; Database management; Optical pattern recognition; Information storage and retrieval systems; Management information systems; Artificial intelligence; Relational databases,Sašo Džeroski,166.54,"As the first book devoted to relational data mining, this coherently written multi-author monograph provides a thorough introduction and systematic overview of the area. The first part introduces the reader to the basics and principles of classical knowledge discovery in databases and inductive logic programming; subsequent chapters by leading experts assess the techniques in relational data mining in a principled and comprehensive way; finally, three chapters deal with advanced applications in various fields and refer the reader to resources for relational data mining. This book will become a valuable source of reference for R&D professionals active in relational data mining. Students as well as IT professionals and ambitioned practitioners interested in learning about relational data mining will appreciate the book as a useful text and gentle introduction to this exciting new field."
OL19899363W,Relational Database Systems,Computer science; Database management; Relational databases,Joachim W. Schmidt,,
OL19614618W,SAS/ACCESS 9.2 interface to IMS,Relational databases; SAS/ACCESS,SAS Institute,165.56,
OL19855232W,High availability MySQL cookbook,SQL (Computer program language); Database management; Internet; Relational databases; MySQL (Electronic resource),Alex Davies,,
OL19855206W,Hibernate in action,"Development; Handbooks, manuals; Object-oriented programming (Computer science); Hibernate (Computer file); Relational databases; Computer software",Christian Bauer,149.59,
OL19941765W,Microsoft Transact-SQL,Relational databases; SQL (Computer program language); SQL server; Sql server; Database management,Jeffrey R. Garbus,24.86,
OL19543346W,Oracle Business Intelligence Enterprise Edition 12c - Second Edition: Build your organization's Business Intelligence system,Oracle (computer system); Relational databases; Open source software,Adrian Ward; Christian Screen; Haroun Khan,,
OL19543165W,SQL Queries for Mere Mortals: A Hands-On Guide to Data Manipulation in SQL (4th Edition),Querying (Computer science); SQL (Computer program language); Relational databases; Sql (computer program language),John L. Viescas,25.12,
OL19542760W,"Node.js, MongoDB and Angular Web Development: The definitive guide to using the MEAN stack to build web applications (2nd Edition) (Developer's Library)",Internet programming; Web site development; JavaScript (Computer program language); Javascript (computer program language); Relational databases; Application software; Development; Web applications; MongoDB; Node.js; AngularJS (Software framework),Brad Dayley; Brendan Dayley; Caleb Dayley,130.61,
OL19572830W,Conceptual modeling,Database design; Relational databases; Congresses,"International Conference on Conceptual Modeling (18th 1999 Paris, France)",101.47,
OL19494106W,Informationsverarbeitung in Geographie und Raumplanung,Relational databases; Congresses; Regional planning,,22.29,
OL19505938W,IBM DB2 Recovery Expert for Multiplatforms V2 usage guide,IBM Database 2.; Relational databases; Data recovery (Computer science); Database management,Whei-Jen Chen,62.01,
OL19542658W,IBM Db2 11.1 Certification Guide: Explore techniques to master database programming and administration tasks in IBM Db2,"Database management; Relational databases; Electronic data processing personnel, certification",Mohankumar Saraswatipura; Robert (Kent) Collins,116.32,
OL19542367W,Database Concepts (8th Edition),Database management; Relational databases,David M. Kroenke; David J. Auer; Scott L. Vandenberg; Robert C. Yoder,149.45,
OL19543313W,Learning PostgreSQL 10 - Second Edition: A beginner's guide to building high-performance PostgreSQL database solutions,Sql (computer program language); Relational databases; Application software; Development; Web applications; COMPUTERS / Programming Languages / SQL; PostgreSQL,Salahaldin Juba; Andrey Volkov,,
OL19564870W,Conceptual modeling - ER 2000,Database design; Relational databases; Congresses,"International Conference on Conceptual Modeling (19th 2000 Salt Lake City, Utah)",129.92,
OL19547705W,PostgreSQL Replication,Sql (computer program language); Relational databases; Client/server computing; Database management,Zoltan Böszörmenyi; Hans-Jürgen Schönig,,
OL19547795W,Introducing Microsoft SQL Server 2014,SQL server; Relational databases; SQL (Computer program language); Database management,Ross Mistry; Stacia Misner,80.56,
OL19547678W,FileMaker Pro 13: The Missing Manual,Relational databases; FileMaker pro; Database management; Computer programs; Databases,Susan Prosser; Stuart Gripman,148.26,
OL19547353W,Running Applications on Oracle Exadata: Tuning Tips & Techniques,Oracle (computer system); Database management; Application software; Relational databases; Equipment and supplies; Client/server computing; High performance computing; Oracle (Computer file),Joyjeet Banerjee,71.84,
OL19547503W,"Expert Oracle SQL: Optimization, Deployment, and Statistics",SQL (Computer program language); Relational databases; Database management; Oracle (Computer file),Tony Hasler,,
OL19548003W,Oracle Essentials: Oracle Database 12c,Relational databases; Oracle (Computer file); Database management; Oracle (computer system),Rick Greenwald; Robert Stackowiak; Jonathan Stern,47.19,
OL19548567W,Oracle CRM On Demand 2012 Administration Essentials,Management; Oracle Applications; Customer relations; Data processing; Oracle (computer system); Automatic indexing; Business report writing; Relational databases,Padmanabha Rao; Venkatesan Sundaram,,
OL19548305W,Office 2013: The Missing Manual (Missing Manuals),Application software; Business; Database management; Microsoft Outlook; Microsoft Word; Microsoft PowerPoint (Computer file); Presentation graphics software; Word processing; Microsoft OneNote; Electronic spreadsheets; Computer programs; Relational databases; Microsoft Publisher; Microsoft Office; Microsoft Access; Microsoft Excel (Computer file); Desktop publishing; Microsoft office (computer program); Integrated software,Nancy Conner; Matthew MacDonald,98.79,
OL19548402W,Expert MySQL (Expert's Voice in Databases),Relational databases; MySQL (Electronic resource); SQL (Computer program language); MySQL; Mysql (computer program language); Sql (computer program language),Charles Bell,81.78,
OL19546986W,Hibernate Recipes: A Problem-Solution Approach,Java (Computer program language); Relational databases; Web site development; Hibernate (Electronic resource); Object-oriented programming (Computer science); Object-oriented programming (computer science); Java (computer program language),Gary Mak,30.68,
OL19543114W,Tabular Modeling with SQL Server 2016 Analysis Services Cookbook,Client/server computing; Database management; Relational databases,Derek Wilson,,
OL18827506W,SAS/ACCESS 9.2 interface to CA-DATACOM/DB,CA-DATACOM/DB (Computer file); Relational databases; User interfaces (Computer systems); SAS/ACCESS,,50.43,
OL18620629W,Ḳinah tseḥorah,Cake; Kiss My Bundt (Bakery); Python (Computer program language); Relational databases; Oracle (Computer file); Python (computer program language); Ḥizb al-Sūrī al-Qawmī al-Ijtimāʻī; The Exodus; Juvenile literature; Commentaries; Bible; Programming languages (Electronic computers); Programming Languages; Python (Langage de programmation); Langages de programmation; COMPUTERS; Python; Python (programmeertaal); Python (langage de programmation); Langages de programmation orientés objet; Programmation orientée objets (informatique),Yaácov Ravid,107.31,
OL1866474W,A complete guide to DB2 universal database,IBM Database 2.; Relational databases; Ibm database 2 (computer system); DB2,D. D. Chamberlin,57.9,
OL1859512W,Learn Oracle 7.3 and Power Objects 2.0,Oracle (Computer file); Relational databases,José A. Ramalho,142.52,
OL1859513W,Learn Personal Oracle 8.0 with Power Objects 2.0,Oracle (Computer file); Relational databases,José A. Ramalho,38.11,
OL18733688W,Relational data mining,Relational databases; Database management; Data mining,Saso Dzeroski,161.85,
OL18807778W,Java persistence with Hibernate,"Java (Computer program language); Development; Object-oriented programming (Computer science); Hibernate (Electronic resource); Relational databases; Computer software; Java (computer program language); Application software, development",Christian Bauer; Gavin King,90.9,
OL18822412W,Database Modeling and Design: Logical Design (The Morgan Kaufmann Series in Data Management Systems),Database design; Relational databases,Toby J. Teorey; Sam S. Lightstone; Tom Nadeau; H. V. Jagadish,70.28,
OL19911718W,The 2009-2014 world outlook for relational database management systems (RDBMS),COMPUTERS; Forecasting; Statistics; Programming Languages; Relational databases; Database management; SQL,Philip M. Parker,169.48,
OL20243253W,Date on Database,Database design; Database management; Relational databases,Christopher Date,,
OL19892745W,Oracle 10g developing media rich applications,Relational databases; Programming Languages; COMPUTERS; Oracle (Computer file); SQL,Larry Guros,66.84,
OL19892739W,Oracle DBA on Unix and Linux,Linux; UNIX; Oracle (Computer file); ORACLE 9i; Programming Languages; Relational databases; COMPUTERS; UNIX (Computer file); SQL,Mike Wessler,46.57,
OL19892751W,Oracle performance tuning for 10gR2,Electronic books; Relational databases; Oracle (computer system),Gavin Powell,150.46,
OL19892746W,Oracle 10g sous windows,Oracle (Computer file); Programming Languages; Microsoft Windows (Computer file); COMPUTERS; SQL; Microsoft Windows (Fichier d'ordinateur); Relational databases; Oracle (Logiciel),Gilles Briard,30.51,
OL19892735W,Oracle Database 11g R2 Step-by-Step Installation Guide,Database management; Relational databases; Oracle (Computer file),Sideris Courseware Corp,,Annotation
OL20166688W,SQL Server 2017 Query Performance Tuning,Sql server; Relational databases; Client/server computing; Database management,Grant Fritchey,,
OL2036138W,Microsoft SQL server 7.0 programming unleashed,Client/server computing; Relational databases; SQL server; Sql server,John Papa,22.36,
OL20535844W,Beginning databases with MySQL,Relational databases; SQL (Computer program language),Richard Stones; Neil Matthew,92.85,
OL20864299W,Oracle Visual Builder Cloud Service Revealed,Oracle (computer system); Relational databases; Cloud computing,Sten Vesterli,,
OL20658013W,Miao jie Hibernate 3.x,Java (Computer program language); Development; Relational databases; Object-oriented programming (Computer science); Computer software,Touguniao Shu,49.64,
OL20657876W,Oracle 9i zhong wen ban shi yong pei xun jiao cheng,Relational databases; Oracle (Computer file),Boshan Zhao,47.87,
OL2105799W,Using Oracle with HyperCard,HyperCard (Computer file); Macintosh (Computer); Oracle (Computer file); Programming; Relational databases; Hypercard (Computer file),Dan Shafer,93.63,
OL20980823W,Sams teach yourself SQL Server 2000 in 21 days,Relational databases; Client/server computing; SQL server; Sql server,Richard Waymire; Rick Sawtell,126.41,
OL2098131W,Creating a self-tuning Oracle database,Relational databases; Oracle (Computer file); Database management,Donald K. Burleson,98.96,
OL2098144W,Practical application of object-oriented techniques to relational databases,Relational databases; Object-oriented programming (Computer science); Object-oriented databases,Donald K. Burleson,81.74,
OL2098140W,Oracle high-performance tuning with STATSPACK,Database management; Oracle (Computer file); Oracle STATSPACK; Relational databases,Donald K. Burleson,46.48,
OL2098143W,Oracle Silver Bullets,Relational databases; Oracle (Computer file),Donald K. Burleson,,
OL2098192W,SQL server 2000 black book,Client/server computing; Relational databases; SQL server,Patrick Dalton,41.16,
OL2098139W,Oracle high-performance SQL tuning,Database management; Oracle (Computer file); Relational databases; SQL (Computer program language); Oracle (computer system); Sql (computer program language),Donald K. Burleson,30.72,
OL2098146W,Unix for Oracle DBAs,Relational databases; Oracle (Computer file); UNIX (Computer file); Unix (computer operating system),Donald K. Burleson,68.6,"<h2>Pringing History</h2>
<dl> 
<dt>January 1991</dt>
<dd>First Edition.</dd>
</dl>"
OL2098137W,Oracle9i UNIX administration handbook,Oracle (Computer file); Relational databases; UNIX (Computer file); UNIX; ORACLE 9i; Oracle (computer system); Unix (computer operating system),Donald K. Burleson,141.4,
OL20981202W,Implementing and managing Oracle databases,Relational databases; Oracle (Computer file),Steve Lemme; John R. Colby,154.67,
OL20980605W,Oracle8i from scratch,Relational databases; Oracle (Computer file); Oracle (computer system); Database management,Dan Hotka,63.05,
OL20995869W,Introduction to Relational Databases and SQL Programming,Sql (computer program language); Relational databases,Christopher Allen; Catherine Creary; Simon Chatwin,35.73,
OL20907389W,Inside Microsoft® SQL Server® 2008,Client/server computing; Relational databases; SQL server,Itzik Ben-Gan; Lubor Kollar; Dejan Sarka; Steve Kass,152.08,
OL20978853W,Schaum's outline of fundamentals of relational databases,Database design; Relational databases; Database management,Ramon Mata-Toledo; Pauline Cushman,149.44,
OL20908332W,Advances in Conceptual Modeling,Database design; Relational databases,Carson Woo; Jiaheng Lu; Zhanhuai Li; Tok Wang Ling; Guoliang Li; Mong Li Lee,168.07,
OL18710976W,Discovering MySQL on IBM i5/OS,Relational databases; MySQL (Electronic resource); I5/OS; SQL server,Hernando Bedoya,119.71,
OL18821635W,Information Modeling and Relational Databases: From Conceptual Analysis to Logical Design (The Morgan Kaufmann Series in Data Management Systems),Database design; Relational databases,Terry Halpin,,
OL18681649W,MySQL database usage & administration,Relational databases; MySQL (Electronic resource); Client/server computing; Mysql (computer program language); Database management,Vikram Vaswani,26.67,
OL19383931W,Distributed relational database architecture,Database design; Relational databases; Distributed databases; Databanken; Gedistribueerde gegevensverwerking; Computernetwerken,Teresa Hopper,54.17,
OL19217479W,Modern database systems,Object-oriented databases; Relational databases,"Kim, Won",130.27,
OL19223579W,Sams' teach yourself Microsoft SQL server 6.5 in 21 days,Relational databases; SQL server; Database management; Sql (computer program language); Client/server computing,Rick Sawtell,86.92,
OL19542175W,Mastering Exploratory Analysis with pandas: Build an end-to-end data analysis workflow with Python,Relational databases; Database searching; Machine learning; Information retrieval; Python (computer program language),Harish Garg,114.82,
OL19541915W,Learning Apache Drill,Sql (computer program language); Relational databases; Database management; File organization (computer science),Charles Givre; Paul Rogers,,"**Revision History for the First Edition**

 - 2018-10-29: First Release"
OL19463403W,Beginning Oracle programming,PL/SQL (Computer program language); Oracle (Computer file); Database management; Relational databases; SQL (Computer program language); Computer programs; Object-oriented programming (Computer science); Oracle (computer system),Sean Dillon,74.86,
OL19425256W,DB2 universal database and SAP R/3 version 4,IBM Database 2.; Relational databases; SAP R/3,Diane Bullock,87.41,
OL1927789W,Oracle Developer/2000 Forms,Computer software; Development; Oracle (Computer file); Relational databases; Oracle Developer/2000 (logiciel); Oracle (computer system),Albert Lulushi,77.94,
OL19039567W,Using Oracle8,Relational databases; SQL (Computer program language); Oracle (Computer file); COMPUTERS; Data Processing,David Austin,103.22,
OL19181884W,The Ingres papers,Ingres (Computer file); Relational databases; Database management,Michael Stonebraker,114.04,
OL19149021W,"RISS, a relational data base management system for minicomputers",Minicomputers; Data processing; Relational databases; RISS (Computer system); Psychiatric hospital care; Evaluation; Programming,Monte J. Meldman,61.79,
OL19142557W,RISS,Minicomputers; Data processing; Relational databases; RISS (Computer system); Psychiatric hospital care; Evaluation; Programming; Database management,Monte J. Meldman,27.64,
OL18604120W,A sane approach to database design,Database design; Sql (computer program language); Relational databases,Mark Johansen,109.31,
OL1866604W,Personal Oracle8 Explorer,Oracle (Computer file); Relational databases,Richard Fieldhouse,120.7,
OL1866607W,Oracle 7.0 administration & management,"Oracle (Computer file); Relational databases; Guides, manuels; Oracle (systeme informatique); Oracle (computer system)",Michael R. Ault,64.28,
OL1866615W,A practical guide to Oracle database administration,Oracle (Computer file); Relational databases; Oracle (computer system),Michael R. Ault,163.77,
OL1866613W,Oracle DBA exam cram,Relational databases; Examinations; Oracle (Computer file); Study guides,Michael R. Ault,165.09,
OL18321561W,Oracle DBA SQL quick reference,Relational databases; SQL (Computer program language); Oracle (Computer file); Database management,Charlie Russel,162.14,
OL18278836W,OOER'95,Congresses; Entity-relationship modeling; Object-oriented programming (Computer science); Object-oriented programming (computer science); Relational databases,M. Papazoglou,41.82,
OL18345227W,Beginning Microsoft SQL server 2008 administration,Relational databases; SQL server; Database management; Sql server,Chris Leiter; Dan Wood; Michael Cierkowski; Albert Boettger,121.37,
OL1840921W,"Relational database writings, 1991-1994",Relational databases; Informatique; Relationales Datenbanksystem; Architecture informatique; SGBD = Systèmes de gestion de bases de données; Bases de données,C. J. Date,132.06,
OL1840923W,Temporal data and the relational model,Relational databases; Database management,C. J. Date,31.56,
OL1840920W,"Relational database writings, 1985-1989",Relational databases; Database management,C. J. Date,143.02,
OL1840912W,Date on Database,Database design; Relational databases; Database management,C. J. Date,20.82,
OL1840922W,"Relational database writings, 1994-1997",Relational databases,C. J. Date,28.05,
OL2005438W,Oracle8 developer's guide,Oracle (Computer file); Relational databases; Oracle (computer system),Carol McCullough-Dieter,76.95,
OL2005436W,Oracle7 for dummies,Oracle (Computer file); Relational databases; Oracle (computer system),Carol McCullough-Dieter,23.28,
OL2005439W,Oracle8 for dummies,Oracle (Computer file); Relational databases; Oracle (computer system),Carol McCullough-Dieter,80.09,
OL2005441W,Oracle9i for Dummies,Relational databases; Oracle (Computer file); Oracle (computer system),Carol McCullough-Dieter,81.38,
OL2005437W,Oracle8 bible,Oracle (Computer file); Relational databases; Oracle (computer system); Database management,Carol McCullough-Dieter,77.74,
OL19827693W,Architecture of a database system,Computer architecture; Database management; Relational databases,Joseph M. Hellerstein,27.85,
OL19908501W,Uncertainty in multi-source databases,Relational databases; Uncertainty (Information theory); Fuzzy sets; Database management; Uncertainty; Uncertainty (information theory),Premchand S. Nair,62.27,
OL19882588W,Learn Oracle 8i,Relational databases; COMPUTERS; Oracle (Computer file); Data Processing,José A. Ramalho,56.34,
OL19856503W,IBM DB2 9.7 advanced application developer cookbook,IBM Database 2.; Relational databases; Database management,Sanjay Kumar,106.74,
OL1986668W,The nested universal relation database model,Database design; Relational databases,M. Levene,120.9,
OL1986667W,A guided tour of relational databases and beyond,Relational databases; Database management; Databases,M. Levene,96.48,
OL19836946W,Conceptual Modeling -- ER 2001,Information systems; Computer science; Software engineering; Database management; Computer Communication Networks; Management information systems; Computer Science; Database design; Relational databases,Hideko S.Kunii,,
OL20010698W,Sams teach yourself Oracle PL/SQL in 10 minutes,Relational databases; PL/SQL (Computer program language); Oracle (Computer file); Sql (computer program language); Oracle (computer system),Ben Forta,28.84,
OL19730644W,Oracle database 12c release 2 performance tuning tips and techniques,Relational databases; Oracle (Computer file); Oracle (computer system),Richard J. Niemiec,105.04,"This book details the latest monitoring, troubleshooting, and optimization methods. Find out how to identify and fix bottlenecks on premises and in the cloud, configure storage devices, execute effective queries, and develop bug-free SQL and PL/SQL code. Testing, reporting, and security enhancements are also covered in this Oracle Press guide."
OL1978736W,Conceptual modeling - ER '98,"Congresses; Database design; Relational databases; Mathematical Logic and Formal Languages; Models and Principles; Information systems; Database Management; Database management; Information Systems Applications; Computer science; (incl. Internet); Management information systems; Business Information Systems; Conceptualism; Computers, congresses",International Conference on Conceptual Modeling (17th 1998 Singapore),158.01,
OL19548583W,View Updating and Relational Theory: Solving the View Update Problem,Relational databases; Database management; Design and construction,C. J. Date,146.46,
OL19546452W,Database Systems: A Pragmatic Approach,Relational databases; Database design; Database management; Sql (computer program language),Elvis C. Foster; Shripad Godbole,,
OL18987526W,Oracle unleashed,Relational databases; Oracle (Computer file); Oracle (computer system),,39.64,
OL1897255W,Oracle8 and UNIX performance tuning,Oracle (Computer file); Relational databases; UNIX (Computer file),Ahmed Alomari,,
OL1897256W,Oracle and UNIX performance tuning,Oracle (Computer file); Relational databases; UNIX (Computer file),Ahmed Alomari,132.03,
OL18004433W,Oracle9i development by example,Development; Oracle (Computer file); COMPUTERS; Data Processing; Relational databases; Computer software; Oracle (computer system); Bases de données relationnelles; Engineering & Applied Sciences; Computer Science,Dan Hotka,65.68,
OL18064155W,Professional Oracle 8i application programming,Java (Computer program language); Informatique; Oracle (Computer file); PL/SQL (Computer program language); Manuels; XML (Document markup language); Langages de balisage; Langages de programmation; Relational databases,Michael Awai,94.67,
OL21203069W,SQL All in One,Sql (computer program language); Relational databases,Allen G. Taylor,162.18,
OL21379882W,Microsoft SQL Server DBA Survival Guide,Sql server; Client/server computing; Relational databases; SQL server,Mark Spenik; Orryn Sledge,138.38,
OL21380330W,Oracle DBA Automation Quick Reference,Oracle (computer system); Relational databases; Oracle (Computer file),Charlie Russel; Robert Cordingley,100.97,
OL21538430W,Sybase SQL Server 11 DBA Survival Guide,Sybase (computer program); Relational databases; Client/server computing; Sybase,Jeffrey Garbus,53.3,
OL21398412W,Creating Highly Available Database Solutions,Oracle (computer system); Relational databases; Oracle (Computer file); Sun Cluster,Kristien Hens; Michael Loebmann,114.77,
OL20304902W,Beginning Oracle Database 12c Administration,Oracle (computer system); Database management; Relational databases,Ignatius Fernandez,,
OL20306470W,Linux and Solaris Recipes for Oracle DBAs,Oracle (computer system); Database management; Operating systems (computers); Relational databases,Darl Kuhn,,
OL20151976W,"Oracle High Availability, Disaster Recovery, and Cloud Services",Relational databases; Cloud computing; Oracle (computer system),YV Ravi Kumar,,
OL20240659W,Practical MongoDB,Database management; Relational databases,Shakuntala Gupta Gupta Edward,,
OL19886033W,Mastering phpMyAdmin 3.1 for effective MySQL management,MySQL (Electronic resource); PHP (Computer program language); Mysql (computer program language); Php (computer program language); Web site development; Database management; Relational databases,Marc Delisle,,
OL19888058W,Microsoft SQL server 2000,Relational databases; COMPUTERS; Client/server computing; Data Processing; SQL server,Ken England,29.07,
OL19888059W,Microsoft SQL Server 2008 high availability,Relational databases; SQL server; Internet,Hemantgiri S. Goswami,42.62,
OL19888063W,Microsoft SQL Server 2000 DBA survival guide,Relational databases; Client/server computing; Microsoft SQL Server (Computer file); SQL server; Sql server,Mark Spenik; Orryn Sledge; Kari Fernandez; Laura Jones; Kevin Viers; Troy D. Rackley; Ann Yagerline; Michael Yocca,130.62,
OL23412068W,Sciences des données,Database management; Relational databases; First-order logic; World Wide Web,Serge Abiteboul,168.65,
OL23388430W,Progress language tutorial,Relational databases; Progress (Computer file),,77.38,
OL23388423W,Progress Fast Track tutorial,Relational databases; Progress (Computer file),,159.39,
OL24133235W,Oracle database 10g new features,Relational databases; Oracle (Computer file),Mike Ault; Daniel Liu; Madhu Tumma,80.43,
OL24063559W,Sybase IQ 12.6,Error messages (Computer science); Relational databases; Sybase,"Sybase, Inc",141.32,
OL24064086W,IBM DB2 recovery expert for z/OS user scenarios,Data recovery (Computer science); Relational databases; IBM Database 2.; Z/OS,Nagraj Alur,27.66,
OL22354991W,"DB2 9 for Linux, UNIX, and Windows advanced database administration",Study guides; Database management; IBM Database 2; Examinations; Certification; Ibm database 2 (computer system); Relational databases,Roger E. Sanders; Dwaine R Snow,,
OL22536021W,Concepts of Database Management,Database management; Relational databases,Joy Starks; Philip Pratt; Mary Last,61.63,
OL2217645W,Oracle8 advanced tuning & administration,Computer software; Development; Oracle (Computer file); Relational databases,Eyal Aronoff,,
